id_material,titulo,tipo,area,nivel,descricao,autor
6348,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6349,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6350,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6351,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6352,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6353,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6354,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6355,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6356,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6357,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6358,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6359,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6360,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6361,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6362,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6363,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6364,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6365,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6366,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6367,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6368,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6369,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6370,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6371,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6372,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6373,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6374,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6375,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6376,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6377,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6378,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6379,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6380,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6381,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6382,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6383,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6384,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6385,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6386,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6387,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6388,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6389,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6390,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6391,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6392,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6393,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6394,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6395,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6396,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6397,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6398,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6399,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6400,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6401,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6402,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6403,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6404,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6405,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6406,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6407,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6408,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6409,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6410,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6411,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6412,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6413,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6414,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6415,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6416,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6417,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6418,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6419,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6420,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6421,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6422,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6423,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6424,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6425,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6426,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6427,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6428,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6429,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6430,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6431,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6432,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6433,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6434,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6435,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6436,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6437,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6438,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6439,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6440,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6441,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6442,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6443,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6444,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6445,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6446,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6447,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6448,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6449,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6450,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6451,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6452,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6453,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6454,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6455,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6456,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6457,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6458,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6459,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6460,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6461,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6462,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6463,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6464,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6465,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6466,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6467,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6468,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6469,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6470,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6471,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6472,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6473,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6474,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6475,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6476,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6477,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6478,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6479,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6480,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6481,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6482,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6483,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6484,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6485,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6486,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6487,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6488,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6489,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6490,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6491,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6492,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6493,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6494,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6495,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6496,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6497,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6498,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6499,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6500,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6501,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6502,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6503,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6504,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6505,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6506,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6507,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6508,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6509,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6510,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6511,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6512,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6513,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6514,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6515,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6516,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6517,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6518,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6519,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6520,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6521,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6522,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6523,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6524,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6525,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6526,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6527,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6528,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6529,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6530,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6531,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6532,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6533,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6534,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6535,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6536,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6537,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6538,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6539,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6540,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6541,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6542,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6543,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6544,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6545,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6546,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6547,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6548,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6549,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6550,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6551,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6552,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6553,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6554,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6555,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6556,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6557,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6558,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6559,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6560,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6561,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6562,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6563,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6564,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6565,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6566,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6567,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6568,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6569,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6570,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6571,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6572,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6573,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6574,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6575,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6576,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6577,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6578,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6579,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6580,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6581,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6582,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6583,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6584,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6585,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6586,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6587,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6588,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6589,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6590,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6591,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6592,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6593,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6594,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6595,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6596,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6597,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6598,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6599,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6600,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6601,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6602,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6603,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6604,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6605,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6606,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6607,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6608,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6609,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6610,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6611,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6612,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6613,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6614,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6615,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6616,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6617,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6618,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6619,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6620,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6621,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6622,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6623,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6624,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6625,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6626,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
6627,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
6628,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
6629,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
6630,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
6631,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
6632,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
6633,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
6634,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
6635,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
6636,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
